chemblId,pIC50,KRFPC1148,KRFPC1642,KRFPC297,KRFPC2711,KRFPC1193,KRFPC45,KRFPC3560,KRFPC444,KRFPC1645,KRFPC433,KRFPC1,KRFPC2981,KRFPC2262,KRFPC677,KRFPC4331,KRFPC2547,KRFPC669,KRFPC2856,KRFPC2979,KRFPC2438
CHEMBL1504315,4.54111946706,0.0,0.333333333333,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.111111111111,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL63768,5.64187471472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.333333333333,0.444444444444,0.4,0.333333333333,0.0,0.5,0.0
CHEMBL1564209,4.39776903888,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL1469865,4.64658236917,0.0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.25,0.333333333333,0.444444444444,0.4,0.333333333333,0.0,0.0,0.0
CHEMBL380188,5.90343756163,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.333333333333,0.0,0.0,0.0
CHEMBL214693,6.85078088734,0.0,0.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL196283,7.289036881,0.166666666667,0.333333333333,0.15,0.5,0.0,0.0,0.25,0.333333333333,0.333333333333,0.0,0.0,0.0,0.25,0.0,0.222222222222,0.2,0.333333333333,0.0,0.0,0.0
CHEMBL195154,6.26121944152,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL363498,7.33724216832,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL1392188,4.51418335141,0.0,0.333333333333,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.555555555556,0.2,0.166666666667,0.0,0.0,0.0
CHEMBL1577029,5.17560013265,0.0,0.0,0.05,0.0,0.25,0.0,0.25,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.4,0.0,0.0,0.0,0.0
CHEMBL183368,6.7878123956,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL215409,7.23657200644,0.0,0.0,0.15,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL211837,5.61618463402,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.333333333333,0.0,0.0,0.0
CHEMBL379566,5.23062267392,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.333333333333,0.0,0.0,0.0
CHEMBL384268,7.30803489723,0.0,0.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL203348,6.22402566887,0.333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444444,0.2,0.333333333333,0.0,0.0,0.0
CHEMBL371072,7.7447274949,0.333333333333,0.333333333333,0.15,0.5,0.0,0.0,0.25,0.333333333333,0.666666666667,0.0,0.0,0.0,0.25,0.0,0.333333333333,0.2,0.333333333333,0.0,0.0,0.0
CHEMBL180873,9.56863623584,0.333333333333,0.666666666667,0.2,0.0,0.5,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.5,0.0,0.444444444444,0.0,0.166666666667,0.0,0.0,0.5
CHEMBL426626,5.72815839346,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL191711,6.91364016933,0.333333333333,0.333333333333,0.4,0.0,0.0,0.333333333333,0.25,0.0,0.333333333333,0.0,0.25,0.0,0.75,0.0,0.222222222222,0.0,0.0,0.0,0.5,0.5
CHEMBL225081,7.01772876696,0.333333333333,0.333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL231812,6.80966830183,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL182887,9.0,0.333333333333,0.666666666667,0.25,0.5,0.0,0.666666666667,0.5,0.333333333333,0.333333333333,0.333333333333,0.25,0.333333333333,0.25,0.0,0.444444444444,0.4,0.333333333333,0.5,0.0,0.0
CHEMBL1368345,4.77949311976,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.444444444444,0.4,0.0,0.0,0.0,0.0
CHEMBL188900,5.33236029394,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL362966,6.88272870434,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL379213,4.58576223451,0.333333333333,0.333333333333,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.444444444444,0.2,0.166666666667,0.0,0.0,0.0
CHEMBL380359,6.91721462968,0.5,0.333333333333,0.05,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.444444444444,0.0,0.0,0.0,0.0,0.0
CHEMBL207101,5.5114492835,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.333333333333,0.0,0.0,0.0,0.25,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0
CHEMBL385693,6.10072681268,0.166666666667,0.0,0.2,0.0,0.25,0.0,0.25,0.0,0.333333333333,0.0,0.125,0.0,0.0,0.0,0.222222222222,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL192765,8.50863830617,0.333333333333,0.333333333333,0.0,0.0,0.25,0.0,0.5,0.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.166666666667,0.0,0.0,0.0
CHEMBL193727,7.03621217265,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL183367,6.81530856918,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL1395826,7.09691001301,0.166666666667,0.333333333333,0.45,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0
CHEMBL1434189,7.04575749056,0.0,0.0,0.45,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.333333333333,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL1386105,4.41466280818,0.166666666667,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.2,0.5,0.0,0.0,0.0
CHEMBL364345,5.99567862622,0.333333333333,0.333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
