chemblId,STATUS,MW,LogP,nHAcc,nHDon
CHEMBL3589364,active,659.679,6.634,7,3
CHEMBL3588865,intermediate,591.682,5.6152,7,3
CHEMBL3589352,intermediate,605.709,5.92362,7,3
CHEMBL3589356,active,605.709,5.92362,7,3
CHEMBL3597498,active,1086.442,-2.08543,15,15
CHEMBL3597499,active,1128.483,-2.56106,15,17
CHEMBL3597501,active,1146.455,-2.58026,14,18
CHEMBL3597505,active,1090.387,-2.60606,13,17
CHEMBL3597508,active,2350.921,-13.50034,32,46
CHEMBL3597509,active,2392.962,-13.97597,32,48
CHEMBL3589354,inactive,621.708,5.6238,8,3
CHEMBL3589368,active,641.742,6.7684,7,3
CHEMBL3597502,active,1023.34,-1.77016,12,16
CHEMBL3360847,active,407.469,5.172,3,2
CHEMBL3360849,inactive,421.449,3.9953,6,2
CHEMBL3427411,active,464.439,6.53372,3,1
CHEMBL3427406,active,450.393,5.64232,5,2
CHEMBL3578285,intermediate,514.557,4.7166,6,1
CHEMBL3578286,intermediate,506.537,5.942,5,1
CHEMBL3576885,intermediate,495.514,5.2701,5,2
CHEMBL3578284,intermediate,510.525,5.84342,6,1
CHEMBL3622364,intermediate,480.59,2.8845,6,1
CHEMBL3622365,inactive,401.51,4.0078,4,1
CHEMBL3657137,active,470.613,6.24392,5,1
CHEMBL3657148,active,458.602,6.18692,5,2
CHEMBL3657159,active,475.032,6.88872,4,1
CHEMBL3657170,active,470.613,6.1949,5,2
CHEMBL3657181,active,468.597,5.93932,5,2
CHEMBL3667040,inactive,360.45,3.2351,5,1
CHEMBL3657142,active,498.667,7.02412,5,1
CHEMBL3657143,active,458.577,6.37442,4,1
CHEMBL3657144,active,484.64,6.72112,5,2
CHEMBL3657145,active,472.629,6.57702,5,2
CHEMBL3657146,active,500.683,7.35722,5,2
CHEMBL3657172,active,481.596,5.89428,6,2
CHEMBL3657173,active,470.613,6.33102,5,2
CHEMBL3657174,active,486.612,5.94952,6,2
CHEMBL3657175,active,500.639,6.33962,6,2
CHEMBL3657147,active,472.629,6.57382,5,2
CHEMBL3657154,active,472.604,6.76452,4,1
CHEMBL3657155,active,458.577,6.37442,4,1
CHEMBL3657149,active,470.613,6.32942,5,2
CHEMBL3657150,active,470.613,6.18692,5,2
CHEMBL3657156,active,512.694,7.41262,5,1
CHEMBL3657157,active,508.584,7.25412,4,1
CHEMBL3657158,active,454.614,6.54374,4,1
CHEMBL3657151,active,470.613,6.18692,5,2
CHEMBL3657152,active,484.64,6.57702,5,2
CHEMBL3657153,active,472.585,4.91172,6,3
CHEMBL3657135,active,440.587,6.23532,4,1
CHEMBL3657176,active,424.588,6.52972,3,0
CHEMBL3657177,active,416.521,5.01662,5,2
CHEMBL3657184,active,484.596,5.96402,6,1
CHEMBL3657185,active,451.566,7.03122,4,1
CHEMBL3657164,active,470.613,6.24392,5,1
CHEMBL3657165,active,524.583,7.13392,5,1
CHEMBL3648370,active,364.828,4.8817,3,1
CHEMBL3657178,active,444.575,5.79682,5,2
CHEMBL3657179,active,431.556,5.16122,4,2
CHEMBL3657160,active,456.586,5.94092,5,2
CHEMBL3657161,active,470.613,6.33102,5,2
CHEMBL3657162,active,474.576,6.08002,5,2
CHEMBL3657163,active,488.603,6.47012,5,2
CHEMBL3657180,active,484.64,6.71792,5,2
CHEMBL3657182,active,510.678,6.96552,5,2
CHEMBL3657183,active,498.667,7.02252,5,1
CHEMBL3657166,active,462.977,5.8958,5,2
CHEMBL3657167,active,477.004,6.2859,5,2
CHEMBL3657168,active,491.031,6.676,5,2
CHEMBL3657136,active,440.587,6.23532,4,1
CHEMBL3657138,active,470.613,6.24392,5,1
CHEMBL3657139,active,484.64,6.54692,5,0
CHEMBL3657140,active,498.667,6.93702,5,0
CHEMBL3657141,active,484.64,6.63402,5,1
CHEMBL3657169,active,491.031,6.59432,5,2
CHEMBL3657171,active,467.569,5.50418,6,2
CHEMBL3775116,active,379.5,4.8721,3,2
CHEMBL3774660,active,373.496,5.3116,3,1
CHEMBL3775016,active,399.534,5.8458,3,1
CHEMBL3774647,active,413.561,6.2359,3,1
CHEMBL3775129,active,415.533,5.5313,4,0
CHEMBL3775006,active,443.587,6.3115,4,0
CHEMBL3775410,active,527.749,8.6521,4,0
CHEMBL3775434,active,441.571,6.0655,4,0
CHEMBL3775224,active,469.625,6.8457,4,0
CHEMBL3775978,active,553.787,9.1863,4,0
CHEMBL3775283,active,455.598,6.4556,4,0
CHEMBL3775375,active,483.652,7.2358,4,0
CHEMBL3774642,active,567.814,9.5764,4,0
CHEMBL3805921,active,489.637,6.7592,6,3
CHEMBL3805170,active,517.691,7.5394,6,3
CHEMBL3804907,active,601.853,9.88,6,3
CHEMBL3805025,active,629.907,10.6602,6,3
CHEMBL3805385,active,657.961,11.4404,6,3
CHEMBL3823498,active,436.64,7.14832,4,3
CHEMBL3815076,active,443.587,5.32902,4,1
CHEMBL3823426,active,532.64,7.84964,6,4
CHEMBL3827870,inactive,470.525,4.1597,7,0
CHEMBL3827137,inactive,498.579,4.9399,7,0
CHEMBL3827692,inactive,496.563,4.6939,7,0
CHEMBL3827034,inactive,510.59,5.084,7,0
CHEMBL3827784,intermediate,482.536,4.478,7,2
CHEMBL3827200,inactive,484.508,3.3243,8,2
CHEMBL3828208,inactive,497.551,3.2395,8,2
CHEMBL3827633,inactive,539.632,4.2356,8,0
CHEMBL3827098,intermediate,442.471,3.5537,7,2
CHEMBL3828416,intermediate,470.525,4.3339,7,2
CHEMBL3827045,intermediate,468.509,4.0879,7,2
CHEMBL3827152,inactive,525.605,3.8455,8,0
CHEMBL3828422,inactive,484.552,4.5498,7,0
CHEMBL3827193,inactive,512.606,5.33,7,0
CHEMBL3827286,inactive,510.59,5.084,7,0
CHEMBL3828117,inactive,524.617,5.4741,7,0
CHEMBL3823192,active,778.987,10.36812,9,3
CHEMBL101382,active,428.576,5.409,4,1
CHEMBL180792,active,463.599,5.928,6,2
CHEMBL183584,active,463.599,5.7855,6,2
CHEMBL184202,active,461.583,5.3954,6,2
CHEMBL191974,active,236.27,3.918,2,2
CHEMBL192548,intermediate,332.311,4.2722,5,0
CHEMBL193518,active,362.812,5.4098,3,1
CHEMBL209269,active,270.372,4.2613,2,1
CHEMBL209851,active,335.241,4.5938,2,1
CHEMBL2403356,active,312.453,5.60094,2,2
CHEMBL2403357,active,340.507,6.38114,2,2
CHEMBL246138,intermediate,302.458,3.8371,2,2
CHEMBL267385,active,453.582,5.5533,4,2
CHEMBL281499,active,326.395,4.6886,2,2
CHEMBL304552,active,463.599,5.9296,6,2
CHEMBL30707,active,268.224,3.1036,5,2
CHEMBL328190,active,413.561,5.7287,3,1
CHEMBL3427402,active,498.409,6.26272,6,2
CHEMBL3623002,active,424.491,5.5359,2,2
CHEMBL3623003,active,406.501,5.3498,2,2
CHEMBL3623004,active,442.481,5.628,2,2
CHEMBL362623,active,449.572,5.5395,6,2
CHEMBL367588,active,226.231,3.511,3,2
CHEMBL370039,inactive,268.268,3.2694,4,2
CHEMBL3774510,active,433.47,5.0999,3,2
CHEMBL3774584,active,419.443,4.8523,3,2
CHEMBL3774737,active,431.479,4.3867,4,2
CHEMBL3774944,active,445.506,4.7768,4,2
CHEMBL3775766,active,415.48,5.1503,3,2
CHEMBL3775908,active,419.443,4.7098,3,2
CHEMBL691,active,296.41,3.6126,2,2
